user,text
"SullieSullivan","I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby "
"LaurelieSunny","Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots "
"bonerjamz","@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?"
"jiriteach","Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and "
"gildardomunoz","DANG!!! ANOTHER SPRING BREAK!!!  HOW COOL IS THAT???  TOO BAD I HAVE TO WORK ALL WEEK  OH WELL, MORE MONEY FOR A PHONE.  ttyl EVERBODY!!!"
"Arneenxx","@Sara_Kate Im afraid too  ( ur reply about uni from ages ago"
"thegeach","feeling down "
"SummerJSanders","@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke "
"bsbnumber1fan","@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart."
"veronica78"," wonder if Jon lost the net"
"raymondroman","Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML"
"KishoreK","@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock "
"julez4","@Poohpot lmao im sorry poohpot i ate it all! "
"aeoth","Any chance  Softbelly (for @MTUB) isn't loud? "
"cristiana346","Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but I�m drool for some swimming"
"smileygab","listening to nathan cry.... "
"kyljadeee","today sucked. I'm gonna die without chris and callum!  wahhh!"
"mementototem","STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um... "
"jcknox80","@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick "
"scrappysgirl","is in love with scrappy and is missin him already "
"lindilej","wants to hear @seblefebvre 's song but myspace is messing with me "
"ArtyGreig","Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management"
"collegepolitico","@duchess_rebecca Man... intervention is soo sad "
"vmethod","HELP! I need a new boyfriend... I'm stuck in a rut "
"ForeverYours__","I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me "
"SuperSteff","Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax "
"LAbite","Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka"
"satori","@soillodge yes, it will be. it's only Monday "
"InaVill","i want the new GG episode already "
"chordsontheline","I miss watching Rocko's Modern Life. "
"aficure","RIP Sandra....its so sad    how can someone do something like that??"
"Jesilynj","Keeping my fingers crossed for my buddy    He is not feeling well."
"cristinesantos","Wait should I eat?? Or be skinny for vegas!! I'm hungry! "
"marodi","@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... "
"jeanyah","@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin "
"Mati_UOIT","Sitting here wondering why &quot;ED&quot; still has such a strong hold on me "
"livetosingxo","@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!"
"simaino","@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! "
"Meg_Andruschak","@Steve_Buscemi the weather in Canada is freezing "
"Amilliemills","twiggassssssss I been out of range all day  I'm back now and hopefully for good."
"KimberlyKane","@danadearmond "
"missolivee","anyone who reads this pray for my Grandma. She's in pain "
"nssmom","#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  "
"qsexy","Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe."
"anaxxx04","@johnnybeane hey! you just changed your default. "
"yaaritemuna","Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status."
"silverytides","@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work."
"valthatgal","buttload of homework! "
"f8al","needs another copy of visual studio 2008 "
"lizziehalfpenny","why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in"
"Daniiej","omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail "
"LaTtEX","@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad "
"wireandroses","@Henkuyinepu yeah, apparently i have really bad taste "
"EricaLeigh777","@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out."
"dini123","Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep.."
"danadearmond","i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK"
"digitales","@celycarmo i'm sorry I don't understand your last comment "
"_emmajane_","@OfficialRandL when is the announcement? i stayed up late last night "
"nchokkan","@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???"
"dmjc","ITS NOT ENOUGH TO SAY THAT IMISS U "
"FuzzyPandaButt","This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS "
"VictoriaBahar","@RandomlyNat Jeez, I was just trying to help  Haha."
"beccaomgz","@SupaMagg that happened to me saturday night. along with my glittery green lighter! "
"Sarinluck","trying to reduce the number of cigarettes in each day! "
"Kayla_Ann09","yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to "
"AimeePonticello","gotta do my cooking assignment  its too hard"
"jkenneth","@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never "
"Lindsey_","@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here"
"TidyCat","@mamasvan lol - nope! but i did have complete #camerafail "
"FaithfulChosen","@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!"
"sthrn_belle","My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!"
"Jeffficus","@jillianfish tweet something damn it!  and hang out with me please? "
"jtmal0723","@anistorm "
"ubecupcake","I'm SO behind in video games, and everything for that matter. I'm yesterday's news "
"Properteacup","@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha"
"aerlyne","Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! "
"cinnayum","http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. "
"Bunkermeister","When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. "
"ScullyorSuz","@B_Barnett I did not really see that coming "
"xmattxwalkerx","just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. "
"bnycastro","it'll take 3 days for my sister to get her passport "
"chann16","@nicolerichie OH MY YES!! i miss "
"xll00llx","Uh oh... I think I am getting sick "
"FlyRice","Good GOD they ruined my belly button!!!  "
"ashleyjanne","Watching Who Framed Roger Rabbit. Makes me miss Toon Town. "
"br3nda","@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through "
"aisyahsamsudin","running nose + spinning head = not a good combination for a meeting! "
"IGetsBusy514","@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence "
"ElliotTucker","Nasty budget due and my iphone is being sent to Apple today. "
"aragorn_elessar","@Sofii_Noel that�s bad "
"kailashvasupati","Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything"
"TK04","I'm so upset that I missed my chat and quiz online because my free internet has ceased "
"missria","can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! "
"FuhQ","Car show season has started without me "
"brivonboo","my throat is raw. "
"leamonet","@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real"
"sonnyjohl","@frago I hate you. I didn't need to see that. I need to call my therapist now. "
"JRDM","Twilight didn't come yesterday  fingers crossed for today"
"latoyanlegania","@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!"
"calliott","is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for "
"you_undaft_cow","You know, I was thinking... I need money "
"diver","omg..its jst teusday "
"toritor11","@ddlovato @David_Henrie ummmmm i cant find it. "
"SHARisDOPE","Just heard that they found Sandra Cantu... She was only 8 yrs old "
"auntynessanoo","@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again..."
"linnix","@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that "
"zeegirl602","My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! "
"Glycel","stuck at home "
"sweisbrot","@nomadicmatt mine is 1/10  how do you get it up?"
"sunshinegarma","Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! "
"TradingGoddess","@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  "
"robbiebrown","Heading to Altrincham, again! Out of hours install "
"GemDoughnut","MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx"
"glorysevenfold","@jeffreecuntstar  I don't have a garage.  But you can park in my driveway!"
"enfox","@lauredhel  What happened?"
"calee01","&quot;On popular music&quot; by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue "
"utehbaik","http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone"
"soulonfire68","We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather.  How about you?"
"Gordie_Rogers","@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. "
"dmurda6","@margaretcho what happened to your show it was the hightlight of my life "
"terrcin","This is the best leather sofa in the world!  It's in the office though which means I'm still here working "
"stewartizer","Still 3 more days until my Internet gets uncapped "
"rachelgab","If he doesn't get better in a few days, he could have something lodged in his belly "
"baybiegela","i Love my atekinzz so much. &amp;&amp; i soo miss her.. "
"erynfreakincody","I wanna sneak into the zoo and play with the kitties "
"xkhaotik","@lolitariot oh no  hope you're not getting sick too!"
"stacymartinez","@alejandralei i dont think i can cause its my cousins birthday party "
